system:index,BAft2acre,Defol17abs,DefolMean,DefolSD,DefolSD3x3,HotSpot,OakDefolMe,OakDefolSD,PropOak,SmplPnt,TYPE_ABREV,YEAR_COMPL,harv,hotplot,latitude,longitude,m_evi_2000_2010_h12_16d,m_evi_2000_2010_h12_full,m_evi_2000_2010_h13_16d,m_evi_2000_2010_h13_full,m_evi_2005_2015_h12_16d,m_evi_2005_2015_h12_full,m_evi_2005_2015_h13_16d,m_evi_2005_2015_h13_full,m_ndvi_2000_2010_h12_16d,m_ndvi_2000_2010_h12_full,m_ndvi_2000_2010_h13_16d,m_ndvi_2000_2010_h13_full,m_ndvi_2005_2015_h12_16d,m_ndvi_2005_2015_h12_full,m_ndvi_2005_2015_h13_16d,m_ndvi_2005_2015_h13_full,m_reanalysis,m_sr_2000_2010_h12_16d,m_sr_2000_2010_h12_full,m_sr_2000_2010_h13_16d,m_sr_2000_2010_h13_full,m_sr_2005_2015_h12_16d,m_sr_2005_2015_h12_full,m_sr_2005_2015_h13_16d,m_sr_2005_2015_h13_full,m_tcg_2000_2010_h12_16d,m_tcg_2000_2010_h12_full,m_tcg_2000_2010_h13_16d,m_tcg_2000_2010_h13_full,m_tcg_2005_2015_h12_16d,m_tcg_2005_2015_h12_full,m_tcg_2005_2015_h13_16d,m_tcg_2005_2015_h13_full,.geo
0000000000000000004d,70,-1.85115,3.571428571,1.133893419,0.234746,1,4,0,0.857142857,46,Ro,0,N,1 46,42.31844901,-72.37078491,-1.258969521,-1.339324099,-1.542627495,-1.562702086,-0.774159449,-1.009769143,-1.275890815,-1.387516995,-0.144331121,-0.17991291,-0.267807825,-0.350877481,-0.507097881,-0.450244487,-1.094566605,-0.867757183,-1.851146274,-0.951362631,-0.957019813,-0.831923288,-0.889666952,-1.194594799,-1.208917421,-1.480208258,-1.310274361,-1.537736331,-1.534940171,-1.860599227,-1.836226543,-1.218886104,-1.33285722,-1.767994871,-1.800149206,"{""type"":""Point"",""coordinates"":[-72.37078369154744,42.31843997857567]}"
0000000000000000004e,110,-1.97465,2.181818182,1.250454463,0.235526,1,3,0.707106781,0.454545455,47,Ro,0,N,1 47,42.3148044,-72.3705366,-1.399466511,-1.499697247,-1.422651069,-1.750017884,-1.501033695,-1.304560591,-1.460844835,-1.504392375,-0.71588147,-1.002982509,-0.991901689,-1.434914259,-1.244202314,-0.97766995,-1.417129352,-1.325791855,-1.974649005,-1.33970095,-1.848577935,-1.24534594,-1.861484887,-2.248090036,-1.936888834,-2.283811992,-1.963595562,-1.298691119,-1.364255058,-1.42810718,-1.66188517,-1.659879341,-1.429277562,-1.804103175,-1.712606468,"{""type"":""Point"",""coordinates"":[-72.37053437702806,42.31479371115444]}"
0000000000000000004f,100,-1.034,1.8,0.918936583,0.227798,1,2.333333333,0.816496581,0.6,48,Ro,0,N,1 48,42.31804987,-72.39246636,-0.787914106,-0.91507991,-0.392048151,-0.691732484,-1.110356368,-1.091246424,-0.849659152,-0.938858823,0.017151193,-0.013073833,0.48101319,0.094813197,-0.863366884,-0.718511212,-0.77833356,-0.723222857,-1.033999549,-0.371005445,-0.778999008,0.005261255,-0.501771309,-1.49943635,-1.569134249,-1.345446041,-1.270444148,-0.989463811,-1.118663383,-0.605845202,-0.91021751,-1.338791898,-1.313132715,-1.120124794,-1.194790864,"{""type"":""Point"",""coordinates"":[-72.39246568557921,42.3180409015921]}"
50,130,-1.87939,1.230769231,0.59914469,0.272331,1,1.5,0.836660027,0.461538462,49,Ro,0,N,1 49,42.31602395,-72.3890108,-1.608979412,-1.683817508,-0.920239857,-1.162338352,-1.773505549,-1.220150271,-1.419139946,-1.003792818,0.034221537,-0.018167533,0.406859106,0.161006156,-1.331984684,-0.729961492,-1.230825749,-0.669586356,-1.879394341,-0.622934338,-0.752970295,-0.13150577,-0.463017003,-2.541659596,-1.656740383,-2.302095989,-1.428532764,-1.910535143,-1.863250845,-1.147839885,-1.308621832,-2.175669712,-1.542178183,-1.80799953,-1.311864762,"{""type"":""Point"",""coordinates"":[-72.38900872143951,42.31601556011921]}"
51,130,-1.41683,1.538461538,0.967417922,0.283542,1,1.166666667,0.40824829,0.461538462,50,Ro,0,N,1 50,42.315892,-72.38830065,-1.971845196,-1.829595174,-1.379972018,-1.367726432,-2.184638419,-1.726280696,-1.9145899,-1.514767831,-0.360570857,-0.190312631,-0.004661541,-0.011020934,-1.426967341,-1.026531024,-1.470653442,-1.032969953,-1.416832394,-1.447848232,-1.122884301,-0.890089194,-0.830452788,-2.664443731,-2.133572639,-2.476866442,-1.887418928,-2.08747545,-1.937637841,-1.522596502,-1.502320238,-2.396911931,-1.898984447,-2.15813496,-1.728906942,"{""type"":""Point"",""coordinates"":[-72.38829782710725,42.31588347421612]}"
52,140,-1.70981,1.714285714,1.204387583,0.174214,1,2,1.154700538,0.285714286,51,Ro,0,N,1 51,42.31529818,-72.38510499,-1.69725156,-1.615441317,-1.516221393,-1.290010109,-2.197346012,-1.850647094,-2.063685374,-1.686237313,-0.700679723,-0.559373906,-0.669615147,-0.421647233,-1.462174131,-1.256517579,-1.589614233,-1.295349744,-1.709810681,-2.084537027,-1.579824825,-1.644395829,-1.208448488,-2.593959715,-2.215063149,-2.451793466,-1.906807777,-1.856320533,-1.74200334,-1.705191356,-1.45013265,-2.502144516,-2.091978457,-2.418060008,-1.989869544,"{""type"":""Point"",""coordinates"":[-72.38510177352809,42.31528958562358]}"
53,80,-1.02892,1,0,0.24607,1,1,NA,0.125,52,Ro,0,N,1 52,42.31563578,-72.38990111,-1.159246925,-1.00665607,-0.604832295,-0.5742323,-1.140998196,-0.752605593,-0.804411529,-0.556951209,0.442592136,0.553316012,0.686402905,0.698187121,-0.677937323,-0.49142844,-0.634575446,-0.423715778,-1.028918076,0.30346709,0.082388163,0.463026463,0.238428738,-1.546481723,-1.24858935,-1.387009054,-1.042293133,-1.243933882,-1.02557515,-0.680768461,-0.554207877,-1.638825679,-1.054535033,-1.278990301,-0.816015693,"{""type"":""Point"",""coordinates"":[-72.38989996028877,42.315626993003725]}"
54,80,-1.5243,1.5,0.534522484,0.323919,1,1.75,0.5,0.5,53,Ro,0,N,1 53,42.31550384,-72.38919096,-1.489654239,-1.379066213,-0.968546238,-0.910008953,-1.685975178,-1.194020635,-1.378709637,-0.93479049,0.091897889,0.08416861,0.396458581,0.34384791,-1.034885524,-0.787819678,-0.935626362,-0.646532693,-1.524304771,-0.506685314,-0.495009407,-0.153045637,-0.204581561,-2.066903492,-1.57216517,-1.922380616,-1.320711244,-1.729064262,-1.580145515,-1.194340533,-1.085632683,-1.928697751,-1.43775111,-1.65560578,-1.186139905,"{""type"":""Point"",""coordinates"":[-72.38918906823395,42.31549491204951]}"
55,80,-1.53106,1.875,0.83452296,0.200296,1,2,0.707106781,0.625,54,Ro,0,N,1 54,42.31525142,-72.39230179,-1.681678012,-1.435400161,-1.108482517,-1.077133534,-1.442222306,-1.393215322,-1.392380177,-1.280474933,-0.48877835,-0.337360835,-0.022478866,-0.12168548,-0.925645448,-0.775565909,-1.082969143,-0.843917493,-1.531058225,-0.907155215,-0.879446853,-0.47869114,-0.613194262,-2.115106503,-1.671517418,-2.069066944,-1.468329749,-1.782409958,-1.605525744,-1.252595389,-1.229486231,-1.757185988,-1.665318947,-1.757055494,-1.575087954,"{""type"":""Point"",""coordinates"":[-72.39230239279031,42.31524438570913]}"
56,110,-1.90416,1.818181818,0.404519917,0.229196,1,1.818181818,0.404519917,1,55,Ro,0,N,1 55,42.31342342,-72.38991157,-1.296045289,-1.168003519,-1.091079165,-1.161571446,-1.26476542,-1.179170056,-1.247741775,-1.194576206,-0.578212031,-0.332611207,-0.456881998,-0.417689786,-1.009959416,-0.978492729,-1.187716969,-1.146365909,-1.904164632,-0.900810102,-0.956795568,-0.682272774,-0.81210414,-1.890312387,-1.717762019,-1.923381529,-1.601652929,-1.458428228,-1.279980585,-1.289863302,-1.276219652,-1.564161632,-1.441248187,-1.582794444,-1.475830461,"{""type"":""Point"",""coordinates"":[-72.38990893806192,42.31341662363063]}"
57,100,-2.2254,1.8,0.632455532,0.224166,1,2.166666667,0.40824829,0.6,56,Ro,0,N,1 56,42.31335745,-72.3895565,-1.675084749,-1.475241327,-1.514081124,-1.492318938,-1.30494468,-1.210920731,-1.302236468,-1.245228279,-0.516874619,-0.299770693,-0.457669541,-0.424340428,-0.909808022,-0.845991594,-1.11733453,-1.031631291,-2.225396347,-1.182981373,-1.106140156,-0.934775334,-0.965648573,-1.854594661,-1.515412392,-1.898095111,-1.416581644,-1.700419484,-1.55676724,-1.636401708,-1.618054603,-1.558303756,-1.499417188,-1.613316948,-1.570051248,"{""type"":""Point"",""coordinates"":[-72.3895564404538,42.31335112963759]}"
58,130,-2.3005,2.538461538,0.877058019,0.253514,1,2.666666667,0.778498944,0.923076923,57,Ro,0,N,1 57,42.31244535,-72.3891166,-1.497721934,-1.501210162,-1.399937675,-1.481718735,-1.442015747,-1.50348471,-1.540297737,-1.520049834,-0.183504114,-0.04133215,-0.172380383,-0.197885231,-0.734363182,-0.766582985,-0.995120004,-0.961587278,-2.300503159,-0.770390818,-0.754843968,-0.671263774,-0.749587497,-1.872637122,-1.65351567,-2.009529006,-1.604747937,-1.671284975,-1.656375846,-1.617487364,-1.633678562,-1.781046538,-1.805612912,-1.903118627,-1.835098277,"{""type"":""Point"",""coordinates"":[-72.38911682763562,42.31243592684625]}"
59,70,-1.81676,1.857142857,0.690065559,0.265449,1,2,0.816496581,0.571428571,58,Ro,0,N,1 58,42.31192524,-72.38929675,-1.063882815,-1.074580085,-1.170119213,-1.293883922,-1.077031173,-1.203140658,-1.411860799,-1.426560365,0.048498824,0.02558712,-0.141280923,-0.346430566,-0.562397229,-0.592593439,-1.104462859,-1.011084237,-1.816755507,-0.584581698,-0.800518544,-0.612784176,-0.866918165,-1.892135679,-1.673215598,-2.213292519,-1.744790456,-1.148507059,-1.173734036,-1.30485245,-1.410732723,-1.418428254,-1.464542238,-1.767591239,-1.684728914,"{""type"":""Point"",""coordinates"":[-72.38929716434653,42.31191528102754]}"
0000000000000000005a,90,-2.16605,2.333333333,0.866025404,0.146932,1,2.714285714,0.487950036,0.777777778,59,Ro,0,N,1 59,42.30996909,-72.3877069,-1.189987197,-1.594610289,-0.933681901,-1.36019985,-1.675759123,-1.68247179,-1.807611368,-1.798278703,-0.553250306,-0.654685853,-0.407677749,-0.546015295,-1.025364009,-0.997206719,-1.450474033,-1.370572758,-2.166046143,-1.331105984,-1.558361382,-1.065349562,-1.256061201,-2.160319018,-2.000699532,-2.350806045,-1.949372575,-1.201344305,-1.649999004,-1.000753965,-1.446503945,-1.774763215,-1.82962498,-1.960461455,-1.988035585,"{""type"":""Point"",""coordinates"":[-72.38770416172171,42.30996139418799]}"
0000000000000000005b,70,-1.12003,2.142857143,1.069044968,0.311188,1,2.6,0.894427191,0.714285714,60,Ro,0,N,1 60,42.31338824,-72.37631857,-1.146153357,-1.385524453,-1.063307284,-1.427158324,-1.340902355,-1.178123336,-1.361790944,-1.178499938,-0.292047902,-0.179996018,-0.258345626,-0.316248395,-0.715310134,-0.688943001,-0.919230942,-0.852506393,-1.120029449,-1.264974552,-1.356473562,-1.023737401,-1.267457437,-2.128676157,-1.834953933,-2.029516578,-1.640108978,-1.612199721,-1.858023568,-1.539862182,-1.88655841,-1.65691111,-1.536665432,-1.737968765,-1.589023692,"{""type"":""Point"",""coordinates"":[-72.3763157499565,42.31337714007231]}"
0000000000000000005c,120,-2.50861,2.75,0.965307299,0.367343,1,2.818181818,0.981649817,0.916666667,61,Ro,0,N,1 61,42.31235204,-72.37818937,-2.128712025,-2.144981514,-2.236883153,-2.266878581,-2.123851782,-1.905337382,-2.188937684,-1.994762177,-0.8391445,-0.708605889,-1.0759754,-0.997157273,-1.094909639,-1.11872996,-1.477994114,-1.454808267,-2.508614646,-2.381310599,-2.152082841,-2.197143266,-2.066943157,-2.363496295,-2.221758213,-2.436774479,-2.095792455,-2.155622995,-2.332376106,-2.358755806,-2.54208505,-2.392441159,-2.206926101,-2.632988625,-2.41467696,"{""type"":""Point"",""coordinates"":[-72.37818775642205,42.31234201297195]}"
0000000000000000005d,70,-2.95698,3.285714286,1.253566341,0.280164,1,3.285714286,1.253566341,1,62,Ro,0,N,1 62,42.312224,-72.37898958,-2.034860159,-2.12859831,-2.090215658,-2.22920497,-2.005173345,-1.926271156,-2.263389937,-2.067058525,-1.364279716,-1.230799353,-1.722244828,-1.595445531,-1.455252135,-1.499078774,-1.980848873,-1.882822567,-2.956982507,-2.20618608,-2.253529201,-2.057193976,-2.05326289,-2.331850079,-2.30412363,-2.532565753,-2.194530193,-2.210579171,-2.456286356,-2.367359124,-2.621952417,-2.294717867,-2.309110461,-2.678019122,-2.526306283,"{""type"":""Point"",""coordinates"":[-72.37898805684371,42.31221598919872]}"
0000000000000000005e,120,-2.31511,2.75,1.138180366,0.306883,1,3.333333333,0.5,0.75,63,Ro,0,N,1 63,42.31150193,-72.37659437,-1.339318463,-1.478133839,-1.372263657,-1.614824305,-1.76893623,-1.532573211,-1.782835333,-1.613901219,-0.043169764,0.016288706,-0.084468114,-0.171467252,-0.892731251,-0.794144944,-1.10968364,-1.004438538,-2.315113703,-0.914283164,-1.178105912,-0.857092109,-1.131766207,-2.053605072,-1.829662114,-2.094722803,-1.725204866,-1.508687821,-1.635996198,-1.609548688,-1.834653461,-2.058878248,-1.813210361,-2.220348138,-1.978610599,"{""type"":""Point"",""coordinates"":[-72.3765940387485,42.31149156252133]}"
0000000000000000005f,80,-2.42498,2.625,1.407885953,0.245329,1,2.571428571,1.511857892,0.875,64,Ro,0,N,1 64,42.31170391,-72.3791698,-1.43820396,-1.599729612,-1.482391786,-1.712406325,-1.403554935,-1.350714931,-1.663427207,-1.519904283,-0.844327746,-0.623860585,-0.984450078,-0.848736955,-0.941716417,-0.911145106,-1.352882654,-1.21771161,-2.424976349,-1.665236815,-1.769727028,-1.550828689,-1.646213112,-1.931786554,-1.850238417,-2.1882182,-1.779040218,-1.649419832,-1.913363926,-1.750878961,-2.063087894,-1.723866901,-1.725719148,-2.101070445,-1.964423869,"{""type"":""Point"",""coordinates"":[-72.37916846874738,42.31169535760789]}"
60,110,-2.34204,2.545454545,1.213559752,0.334852,1,3.125,0.83452296,0.727272727,65,Ro,0,N,1 65,42.31143991,-72.37774962,-1.355800386,-1.409655298,-1.353278392,-1.505272438,-1.602703214,-1.58457316,-1.726317765,-1.659611323,-0.201085537,-0.024829461,-0.251125926,-0.250445776,-0.820982286,-0.810444122,-1.087417134,-1.05366213,-2.342042711,-1.183803596,-1.303830885,-1.075660566,-1.238772324,-1.841122418,-1.786331999,-1.972189517,-1.65024637,-1.475486007,-1.549858557,-1.542998247,-1.716625053,-1.905301851,-1.925081638,-2.210726411,-2.139128019,"{""type"":""Point"",""coordinates"":[-72.37774680838339,42.31143107558134]}"
61,140,-2.7353,2.428571429,0.755928946,0.222285,1,2.416666667,0.792961461,0.857142857,66,Ro,0,N,1 66,42.31040369,-72.37962035,-1.465352648,-1.6633266,-1.595649363,-1.956391597,-1.529354915,-1.274623888,-1.873200138,-1.591395541,-0.786196225,-0.677620031,-1.188632986,-1.260912372,-0.90790649,-0.828388906,-1.528969812,-1.415676727,-2.735295105,-1.493509405,-1.466254582,-1.460299893,-1.539954151,-2.12541038,-1.879090436,-2.439906985,-1.928275043,-1.882009535,-2.080990837,-2.047843861,-2.383656979,-1.983436874,-1.727179779,-2.425384569,-2.107079347,"{""type"":""Point"",""coordinates"":[-72.3796187412288,42.31039593042902]}"
62,80,-2.42697,2.25,0.88640526,0.168614,1,2.6,0.894427191,0.625,67,Ro,0,N,1 67,42.3099496,-72.3801556,-1.482303619,-1.662201163,-1.541552068,-1.806728055,-1.478508773,-1.363911044,-1.655578196,-1.671835945,-0.701145799,-0.644892753,-1.08574493,-1.038333859,-1.134421904,-0.900127424,-1.696621271,-1.495033493,-2.426971436,-1.311397876,-1.37669811,-1.341794753,-1.388443728,-2.303126946,-1.917990291,-2.566845724,-2.000077174,-1.617789728,-1.862420559,-1.704319446,-1.997484088,-1.793151635,-1.727276806,-2.049630069,-2.079772216,"{""type"":""Point"",""coordinates"":[-72.38015748904051,42.309941911383234]}"
63,100,-2.22698,2,0.666666667,0.319854,1,2.333333333,0.516397779,0.6,68,Ro,0,N,1 68,42.30871143,-72.37945092,-2.120111656,-2.246098775,-1.994832916,-2.120920101,-2.458072337,-1.573522257,-2.401352837,-1.669223417,-0.780900244,-0.893923513,-0.908204488,-0.942136208,-1.387849979,-1.157167957,-1.755467179,-1.462731665,-2.226980209,-1.822352027,-1.853872599,-1.694060147,-1.662908135,-2.220487358,-1.94637161,-2.407317832,-1.968916498,-2.166266082,-2.43720589,-2.216579241,-2.416383141,-2.525521811,-1.760698258,-2.630102843,-1.91408767,"{""type"":""Point"",""coordinates"":[-72.37944913634597,42.30870190382016]}"
64,80,-3.04297,2.75,1.035098339,0.308473,1,2.857142857,1.069044968,0.875,69,Ro,0,N,1 69,42.30844742,-72.3780308,-2.751505739,-2.837153524,-2.881552246,-3.047413125,-3.079945272,-1.812543658,-3.354073378,-2.025754695,-1.28074444,-1.518869468,-1.710975791,-1.89746367,-2.178611589,-1.760575788,-2.805886883,-2.261257366,-3.042973328,-2.068890239,-2.086788608,-1.997218504,-2.00558971,-2.776414915,-2.091204561,-3.005719845,-2.129439809,-2.751823229,-2.925730782,-3.156947077,-3.338541031,-3.213949387,-2.016064964,-3.759388938,-2.307513187,"{""type"":""Point"",""coordinates"":[-72.37802753605425,42.30843762588734]}"
65,70,-1.89665,2.142857143,0.690065559,0.279151,1,2.4,0.547722558,0.714285714,70,Ro,0,N,1 70,42.3077993,-72.37901119,-1.287753148,-1.671037049,-1.290136315,-1.609651566,-1.696400426,-1.114882589,-1.886036562,-1.252837048,-0.573363448,-0.681100463,-0.832755171,-0.77278229,-1.193081567,-1.092633787,-1.701113022,-1.509719307,-1.896648407,-1.440337102,-1.515058949,-1.446150618,-1.38579552,-2.027332632,-1.976106399,-2.313346202,-2.020756935,-1.437650052,-1.872264114,-1.557567043,-1.881420785,-1.971674426,-1.38014596,-2.251783908,-1.558282677,"{""type"":""Point"",""coordinates"":[-72.37900819485917,42.30779097498381]}"
76,130,-0.942811,1.461538462,0.967417922,0.237699,1,1.75,1.164964745,0.615384615,87,Ro,0,N,1 87,42.31299218,-72.37418826,-1.231286179,-1.226657251,-1.121093009,-1.194934869,-0.982329553,-0.358941714,-0.917756509,-0.377623944,-0.361528975,-0.110836696,-0.323378782,-0.13846579,-0.318958355,-0.137656197,-0.39526697,-0.224590637,-0.9428108,-0.953296974,-0.81645017,-0.797198793,-0.708778269,-1.066948917,-0.735888998,-1.0377931,-0.660607598,-1.209610683,-1.280824599,-1.164830956,-1.268103313,-1.245874675,-0.645946738,-1.284091664,-0.669266343,"{""type"":""Point"",""coordinates"":[-72.37418910286483,42.312981755750975]}"
85,90,-1.61433,1.888888889,1.054092553,0.536734,6,2.4,1.140175425,0.555555556,2,Ro,0,N,6 2,42.43673792,-72.24185106,-0.684976015,-0.528762754,-0.363570117,-0.232414232,-0.627357103,-0.650010395,-0.498817821,-0.474042638,-0.130864783,-0.0648593,0.047109946,0.092465593,-0.515523042,-0.460368681,-0.499174604,-0.377054283,-1.614327211,-0.20674247,-0.639451637,0.020298114,-0.382311416,-1.03356008,-1.018374373,-0.764315013,-0.698168763,-0.795313855,-0.633180191,-0.410142683,-0.28517903,-0.875414298,-0.883126792,-0.763800926,-0.711278153,"{""type"":""Point"",""coordinates"":[-72.24185150963109,42.43673096425149]}"
86,110,-1.71325,2.181818182,1.167748416,0.519842,6,2.857142857,0.899735411,0.636363636,3,Ro,0,N,6 3,42.43628432,-72.24238818,-1.376381087,-1.211677596,-1.070140239,-0.900128609,-1.137813846,-0.881773012,-1.072066645,-0.760757497,-0.458536379,-0.382741191,-0.302518887,-0.210953426,-0.659435289,-0.499518863,-0.68770751,-0.439541896,-1.713251114,-0.802234578,-1.273313528,-0.522927421,-0.939384962,-1.563288204,-1.419828687,-1.304461231,-1.096108311,-1.568981196,-1.363231897,-1.256542611,-1.032095506,-1.376303178,-1.109690399,-1.391617103,-1.023465499,"{""type"":""Point"",""coordinates"":[-72.24238625361482,42.4362763442369]}"
87,120,-0.930344,1.583333333,0.99620492,0.250494,6,3.5,0.707106781,0.166666667,4,Ro,0,N,6 4,42.43615155,-72.24167708,-0.890159734,-0.510324347,-0.544250165,-0.27806276,-0.528463578,-0.355176354,-0.405379533,-0.221123399,-0.113774262,0.004555774,0.076222856,0.121810404,-0.431573558,-0.315459078,-0.387505363,-0.256244855,-0.930344173,-0.029289856,-0.457012217,0.095677143,-0.271245247,-0.977791423,-0.960681756,-0.663080403,-0.624123383,-0.989882328,-0.547689446,-0.603625995,-0.281824776,-0.712222621,-0.516027184,-0.591429994,-0.379907475,"{""type"":""Point"",""coordinates"":[-72.24167440851262,42.43614343424637]}"
88,160,-2.27976,2,0.816496581,0.440783,6,2.230769231,0.725011052,0.8125,5,Ro,0,N,6 5,42.43622348,-72.24354562,-1.549777937,-1.451079228,-1.34087178,-1.26629368,-1.664797297,-1.474221402,-1.752902254,-1.488988258,-0.492860537,-0.548562999,-0.444780495,-0.4728519,-0.841359971,-0.837635072,-1.077082835,-0.987672749,-2.279758045,-0.942177408,-1.372087995,-0.806757114,-1.167461585,-2.007722575,-1.845610263,-1.942913127,-1.651785148,-1.683621431,-1.642366933,-1.465321738,-1.462205549,-1.900983085,-1.692703257,-2.036085215,-1.739508026,"{""type"":""Point"",""coordinates"":[-72.24354271119078,42.43621273813546]}"
0000000000000000008a,190,-2.90025,1.842105263,0.834210065,0.788803,6,1.888888889,0.832352364,0.947368421,7,Ro,0,N,6 7,42.4347299,-72.24444584,-2.59537176,-2.187072061,-2.448226815,-2.22830988,-1.930444221,-1.824811441,-2.108028225,-1.878737534,-0.971524296,-0.852650404,-1.176405733,-1.022359163,-1.404370533,-1.254514359,-1.714687141,-1.431360844,-2.900252533,-1.8122729,-1.809018361,-1.548821088,-1.63661874,-2.625797655,-2.274014872,-2.416543858,-1.960712393,-2.82586364,-2.450501101,-2.726470174,-2.545637991,-2.152956648,-2.116015813,-2.423626356,-2.21177061,"{""type"":""Point"",""coordinates"":[-72.24444530511839,42.43472245628622]}"
000000000000000000a6,90,-1.97783,2.222222222,1.301708279,0.643676,6,3.2,0.836660027,0.555555556,35,Ro,0,N,6 35,42.43202455,-72.2344077,-1.773463839,-1.476123339,-1.384210117,-1.174078663,-1.349473455,-1.094011458,-1.318962678,-1.054692895,-0.779331758,-0.717349926,-0.694701334,-0.667477583,-0.912263674,-0.570438193,-1.193281476,-0.753300509,-1.977830829,-1.418342587,-1.314391251,-1.073716792,-1.058167888,-2.106902675,-1.597345244,-1.921265907,-1.392684433,-1.896364411,-1.644721513,-1.579750311,-1.365691486,-1.724927938,-1.444146445,-1.763562005,-1.429185656,"{""type"":""Point"",""coordinates"":[-72.23440628067998,42.43201377931728]}"
000000000000000000d2,100,-1.98822,1.5,0.527046277,0.302002,4,1.714285714,0.487950036,0.7,54,Ro,0,N,4 54,42.41743788,-72.32846977,-0.652939848,-1.070658809,-0.585238027,-1.026771379,-1.552082982,-1.295964341,-1.467250498,-1.531614844,-0.331336356,-0.542932334,-0.259356122,-0.480690016,-1.117594739,-0.818822374,-1.248006254,-1.13979856,-1.988218644,-1.155723607,-1.486180471,-0.927422726,-1.277024203,-2.207583014,-1.918915856,-2.17802463,-1.915623359,-0.60276935,-1.026603353,-0.546185234,-0.979383335,-1.689205477,-1.445280411,-1.642033425,-1.70932812,"{""type"":""Point"",""coordinates"":[-72.32846910419877,42.41743041972097]}"
000000000000000000d3,140,-0.811726,1.785714286,1.188313053,0.250106,4,2.25,1.38873015,0.571428571,55,Ro,0,N,4 55,42.41631323,-72.32242571,-0.210004326,-0.882002771,0.145654733,-0.63176608,-0.884200273,-0.664573284,-0.676620941,-0.74647515,0.017027446,-0.254098435,0.318292996,-0.182387046,-0.437058248,-0.146571796,-0.373927773,-0.289974798,-0.811725889,-0.831809366,-1.104170139,-0.446017549,-0.885697441,-1.908473693,-1.031215244,-1.510020609,-0.909703189,-0.439103304,-1.113763512,-0.053003591,-0.888498128,-1.308186071,-0.997151773,-1.143881909,-1.165434446,"{""type"":""Point"",""coordinates"":[-72.32242169247874,42.41630514506877]}"
